Timestamp,Datetime,Candle,Open,High,Low,Close
1386460800.0,2013-12-07T19:00:00,1d,864.78197,950.0,600.96141,699.42201
1386547200.0,2013-12-08T19:00:00,1d,699.42201,801.45651,670.004,795.61257
1386633600.0,2013-12-09T19:00:00,1d,795.61257,914.29786,782.43239,899.72762
1386720000.0,2013-12-10T19:00:00,1d,899.72762,975.11,899.4394,959.11111
1386806400.0,2013-12-11T19:00:00,1d,959.11111,979.23,820.0,883.78144
1386892800.0,2013-12-12T19:00:00,1d,883.78144,919.07787,857.37669,873.0
1386979200.0,2013-12-13T19:00:00,1d,873.0,916.59561,853.07,878.79707
1387065600.0,2013-12-14T19:00:00,1d,878.79707,885.34561,850.0,862.17448
1387152000.0,2013-12-15T19:00:00,1d,862.17448,885.0,820.0,863.71354
1387238400.0,2013-12-16T19:00:00,1d,863.71354,884.0,662.6585,709.93373
1387324800.0,2013-12-17T19:00:00,1d,709.93373,758.84502,674.73714,702.0
1387411200.0,2013-12-18T19:00:00,1d,702.0,698.61378,380.0,528.0
1387497600.0,2013-12-19T19:00:00,1d,528.0,700.0,517.62147,699.81249
1387584000.0,2013-12-20T19:00:00,1d,699.81249,718.21618,614.51908,665.44627
1387670400.0,2013-12-21T19:00:00,1d,665.44627,700.0,605.0,621.45299
1387756800.0,2013-12-22T19:00:00,1d,621.45299,681.38026,605.0,641.0361
1387843200.0,2013-12-23T19:00:00,1d,641.0361,680.0,633.71842,655.22662
1387929600.0,2013-12-24T19:00:00,1d,655.22662,683.7417,642.0,659.79308
1388016000.0,2013-12-25T19:00:00,1d,659.79308,684.51009,642.0,676.0
1388102400.0,2013-12-26T19:00:00,1d,676.0,771.0,676.0,752.33596
1388188800.0,2013-12-27T19:00:00,1d,752.33596,769.005,714.14721,731.86466
1388275200.0,2013-12-28T19:00:00,1d,731.86466,745.2,715.52601,719.0
1388361600.0,2013-12-29T19:00:00,1d,719.0,744.31657,715.0,733.0451
1388448000.0,2013-12-30T19:00:00,1d,733.0451,751.0,731.85612,749.0
1388534400.0,2013-12-31T19:00:00,1d,749.0,750.0,730.0,739.73114
1388620800.0,2014-01-01T19:00:00,1d,739.73114,759.1104,737.15115,753.99
1388707200.0,2014-01-02T19:00:00,1d,753.99,817.56149,750.0,788.30421
1388793600.0,2014-01-03T19:00:00,1d,788.30421,819.9,771.17795,808.51778
1388880000.0,2014-01-04T19:00:00,1d,808.51778,840.0,783.02,827.64784
1388966400.0,2014-01-05T19:00:00,1d,827.64784,980.0,827.4135,904.75
1389052800.0,2014-01-06T19:00:00,1d,904.75,1019.0,886.43973,919.11176
1389139200.0,2014-01-07T19:00:00,1d,919.11176,945.0,810.0,810.0
1389225600.0,2014-01-08T19:00:00,1d,810.0,899.84281,788.0,824.98287
1389312000.0,2014-01-09T19:00:00,1d,824.98287,870.0,807.42084,841.86934
1389398400.0,2014-01-10T19:00:00,1d,841.86934,857.34056,817.0,857.33056
1389484800.0,2014-01-11T19:00:00,1d,857.33056,918.05471,857.16554,899.84105
1389571200.0,2014-01-12T19:00:00,1d,899.84105,900.93989,833.00001,860.0
1389657600.0,2014-01-13T19:00:00,1d,860.0,859.99999,815.0,835.0
1389744000.0,2014-01-14T19:00:00,1d,835.0,877.293,805.0,831.0
1389830400.0,2014-01-15T19:00:00,1d,831.0,864.0,828.0,850.00364
1389916800.0,2014-01-16T19:00:00,1d,850.00364,865.0,824.0,826.97077
1390003200.0,2014-01-17T19:00:00,1d,826.97077,835.06427,788.0,804.0
1390089600.0,2014-01-18T19:00:00,1d,804.0,844.14159,807.74074,819.51
1390176000.0,2014-01-19T19:00:00,1d,819.51,848.9,819.51,835.0
1390262400.0,2014-01-20T19:00:00,1d,835.0,855.0,830.1,843.76589
1390348800.0,2014-01-21T19:00:00,1d,843.76589,845.98999,820.1,829.01
1390435200.0,2014-01-22T19:00:00,1d,829.01,834.53144,821.0,830.88999
1390521600.0,2014-01-23T19:00:00,1d,830.88999,830.88899,821.0,830.88897
1390608000.0,2014-01-24T19:00:00,1d,830.88897,835.48427,783.0,803.01935
1390694400.0,2014-01-25T19:00:00,1d,803.01935,830.0,795.07478,812.02
1390780800.0,2014-01-26T19:00:00,1d,812.02,840.0,813.0,826.72139
1390867200.0,2014-01-27T19:00:00,1d,826.72139,840.0,780.0,780.0
1390953600.0,2014-01-28T19:00:00,1d,780.0,830.0,775.0,815.99
1391040000.0,2014-01-29T19:00:00,1d,815.99,826.22571,795.0,795.0
1391126400.0,2014-01-30T19:00:00,1d,795.0,815.23135,787.01,808.0
1391212800.0,2014-01-31T19:00:00,1d,808.0,812.63409,801.0,812.19037
1391299200.0,2014-02-01T19:00:00,1d,812.19037,835.0,803.41261,825.0
1391385600.0,2014-02-02T19:00:00,1d,825.0,835.0,814.86431,814.86431
1391472000.0,2014-02-03T19:00:00,1d,814.86431,819.8,803.64931,819.78
1391558400.0,2014-02-04T19:00:00,1d,819.78,819.78,799.579,802.4
1391644800.0,2014-02-05T19:00:00,1d,802.4,815.89934,802.4,802.5
1391731200.0,2014-02-06T19:00:00,1d,802.5,803.72713,767.60884,767.60884
1391817600.0,2014-02-07T19:00:00,1d,767.60884,775.2051,666.35039,714.12206
1391904000.0,2014-02-08T19:00:00,1d,714.12206,730.0,680.01,699.30255
1391990400.0,2014-02-09T19:00:00,1d,699.30255,756.0998,684.85098,689.0
1392076800.0,2014-02-10T19:00:00,1d,689.0,748.0,550.0,690.2
1392163200.0,2014-02-11T19:00:00,1d,690.2,720.0,660.0,714.56111
1392249600.0,2014-02-12T19:00:00,1d,714.56111,709.93,651.30901,670.6659
1392336000.0,2014-02-13T19:00:00,1d,670.6659,680.0,595.6295,623.94582
1392422400.0,2014-02-14T19:00:00,1d,623.94582,710.0,586.43,670.33964
1392508800.0,2014-02-15T19:00:00,1d,670.33964,682.78028,646.87689,659.2834
1392595200.0,2014-02-16T19:00:00,1d,659.2834,668.82486,600.0,624.73111
1392681600.0,2014-02-17T19:00:00,1d,624.73111,679.05833,593.67544,638.1016
1392768000.0,2014-02-18T19:00:00,1d,638.1016,652.50738,623.0,636.5201
1392854400.0,2014-02-19T19:00:00,1d,636.5201,640.0,602.90667,630.16179
1392940800.0,2014-02-20T19:00:00,1d,630.16179,641.3624,561.14602,561.14602
1393027200.0,2014-02-21T19:00:00,1d,561.14602,597.05351,547.72277,572.2744
1393113600.0,2014-02-22T19:00:00,1d,572.2744,620.9,567.54517,610.04308
1393200000.0,2014-02-23T19:00:00,1d,610.04308,650.27996,600.91198,616.88
1393286400.0,2014-02-24T19:00:00,1d,616.88,616.90079,540.63608,572.0
1393372800.0,2014-02-25T19:00:00,1d,572.0,568.09339,450.0,535.59831
1393459200.0,2014-02-26T19:00:00,1d,535.59831,650.0,540.89861,587.27133
1393545600.0,2014-02-27T19:00:00,1d,587.27133,629.9,580.5,596.48629
1393632000.0,2014-02-28T19:00:00,1d,596.48629,599.0,570.0,573.94119
1393718400.0,2014-03-01T19:00:00,1d,573.94119,605.0,550.0,575.0
1393804800.0,2014-03-02T19:00:00,1d,575.0,588.079,572.41339,578.0
1393891200.0,2014-03-03T19:00:00,1d,578.0,700.0,583.73562,666.9435
1393977600.0,2014-03-04T19:00:00,1d,666.9435,720.0,661.47675,680.6
1394064000.0,2014-03-05T19:00:00,1d,680.6,690.17141,660.01,680.99
1394150400.0,2014-03-06T19:00:00,1d,680.99,693.0,660.1,666.70413
1394236800.0,2014-03-07T19:00:00,1d,666.70413,680.463,628.73046,636.20048
1394323200.0,2014-03-08T19:00:00,1d,636.20048,667.98953,623.0,636.0088
1394409600.0,2014-03-09T20:00:00,1d,636.0088,658.0,629.05259,647.9349
1394496000.0,2014-03-10T20:00:00,1d,647.9349,684.5,630.0,642.0757
1394582400.0,2014-03-11T20:00:00,1d,642.0757,665.93423,560.0,641.0
1394668800.0,2014-03-12T20:00:00,1d,641.0,660.0,550.275,632.31094
1394755200.0,2014-03-13T20:00:00,1d,632.31094,657.99101,620.0,653.39758
1394841600.0,2014-03-14T20:00:00,1d,653.39758,654.91385,550.0,631.23955
1394928000.0,2014-03-15T20:00:00,1d,631.23955,646.0,618.29313,646.0
1395014400.0,2014-03-16T20:00:00,1d,646.0,652.0,639.0,651.95
1395100800.0,2014-03-17T20:00:00,1d,651.95,641.14149,616.00101,637.73128
1395187200.0,2014-03-18T20:00:00,1d,637.73128,633.989,610.01,619.78308
1395273600.0,2014-03-19T20:00:00,1d,619.78308,633.663,612.22,620.062
1395360000.0,2014-03-20T20:00:00,1d,620.062,625.01788,590.0,590.0
1395446400.0,2014-03-21T20:00:00,1d,590.0,615.22654,580.0,590.0
1395532800.0,2014-03-22T20:00:00,1d,590.0,596.0,554.05,572.29918
1395619200.0,2014-03-23T20:00:00,1d,572.29918,596.0,566.35804,568.53521
1395705600.0,2014-03-24T20:00:00,1d,568.53521,592.53871,554.50454,585.40025
1395792000.0,2014-03-25T20:00:00,1d,585.40025,591.14973,579.0,584.0
1395878400.0,2014-03-26T20:00:00,1d,584.0,641.14149,579.0,585.0851
1395964800.0,2014-03-27T20:00:00,1d,585.0851,599.27378,500.01,512.7888
1396051200.0,2014-03-28T20:00:00,1d,512.7888,553.0,500.0,516.48107
1396137600.0,2014-03-29T20:00:00,1d,516.48107,518.0,505.0,514.99
1396224000.0,2014-03-30T20:00:00,1d,514.99,506.17549,436.07375,462.47601
1396310400.0,2014-03-31T20:00:00,1d,462.47601,530.0,443.35,462.38593
1396396800.0,2014-04-01T20:00:00,1d,462.38593,503.23111,465.2,489.0
1396483200.0,2014-04-02T20:00:00,1d,489.0,497.1468,443.625,443.625
1396569600.0,2014-04-03T20:00:00,1d,443.625,463.7,426.45421,461.85
1396656000.0,2014-04-04T20:00:00,1d,461.85,550.0,440.0,458.84148
1396742400.0,2014-04-05T20:00:00,1d,458.84148,467.85,447.56953,467.85
1396828800.0,2014-04-06T20:00:00,1d,467.85,469.43834,450.0,461.81827
1396915200.0,2014-04-07T20:00:00,1d,461.81827,475.32049,450.0,462.07946
1397001600.0,2014-04-08T20:00:00,1d,462.07946,465.8242,450.0,458.87469
1397088000.0,2014-04-09T20:00:00,1d,458.87469,462.09031,450.0,452.99853
1397174400.0,2014-04-10T20:00:00,1d,452.99853,450.01,368.13673,371.7835
1397260800.0,2014-04-11T20:00:00,1d,371.7835,583.75327,353.75804,431.0
1397347200.0,2014-04-12T20:00:00,1d,431.0,450.0,429.01001,448.0
1397433600.0,2014-04-13T20:00:00,1d,448.0,445.97999,407.07491,429.7899
1397520000.0,2014-04-14T20:00:00,1d,429.7899,480.06527,411.33828,451.05736
1397606400.0,2014-04-15T20:00:00,1d,451.05736,573.66927,450.49878,535.11388
1397692800.0,2014-04-16T20:00:00,1d,535.11388,544.56794,490.55578,523.53017
1397779200.0,2014-04-17T20:00:00,1d,523.53017,530.35862,495.53036,503.84789
1397865600.0,2014-04-18T20:00:00,1d,503.84789,515.0,477.19035,485.37368
1397952000.0,2014-04-19T20:00:00,1d,485.37368,525.28225,479.95971,504.49054
1398038400.0,2014-04-20T20:00:00,1d,504.49054,510.0,500.0,504.73422
1398124800.0,2014-04-21T20:00:00,1d,504.73422,517.31024,485.0,496.41683
1398211200.0,2014-04-22T20:00:00,1d,496.41683,510.49,484.62239,489.72443
1398297600.0,2014-04-23T20:00:00,1d,489.72443,497.73461,489.0,495.61699
1398384000.0,2014-04-24T20:00:00,1d,495.61699,503.48132,490.00001,503.48132
1398470400.0,2014-04-25T20:00:00,1d,503.48132,496.68623,448.99999,471.43037
1398556800.0,2014-04-26T20:00:00,1d,471.43037,472.13557,456.75,463.70172
1398643200.0,2014-04-27T20:00:00,1d,463.70172,463.6817,435.0,435.0
1398729600.0,2014-04-28T20:00:00,1d,435.0,455.0942,429.0854,444.09466
1398816000.0,2014-04-29T20:00:00,1d,444.09466,454.62328,435.6527,445.67967
1398902400.0,2014-04-30T20:00:00,1d,445.67967,452.82438,441.23028,448.34318
1398988800.0,2014-05-01T20:00:00,1d,448.34318,464.41767,448.0,459.32469
1399075200.0,2014-05-02T20:00:00,1d,459.32469,456.08044,446.49411,455.16381
1399161600.0,2014-05-03T20:00:00,1d,455.16381,452.07737,432.4255,441.03514
1399248000.0,2014-05-04T20:00:00,1d,441.03514,445.40401,431.16639,441.99999
1399334400.0,2014-05-05T20:00:00,1d,441.99999,439.99999,429.18,429.18
1399420800.0,2014-05-06T20:00:00,1d,429.18,439.68974,422.19,431.86952
1399507200.0,2014-05-07T20:00:00,1d,431.86952,452.74422,431.61274,441.88615
1399593600.0,2014-05-08T20:00:00,1d,441.88615,451.99976,441.809,448.26174
1399680000.0,2014-05-09T20:00:00,1d,448.26174,459.22214,441.809,450.62503
1399766400.0,2014-05-10T20:00:00,1d,450.62503,458.0,446.0967,454.98804
1399852800.0,2014-05-11T20:00:00,1d,454.98804,450.48544,432.87805,441.49669
1399939200.0,2014-05-12T20:00:00,1d,441.49669,445.22171,432.21299,440.81786
1400025600.0,2014-05-13T20:00:00,1d,440.81786,444.7599,436.44999,440.779
1400112000.0,2014-05-14T20:00:00,1d,440.779,445.52,440.779,445.52
1400198400.0,2014-05-15T20:00:00,1d,445.52,449.58704,440.89001,449.58704
1400284800.0,2014-05-16T20:00:00,1d,449.58704,453.83236,447.1,453.83236
1400371200.0,2014-05-17T20:00:00,1d,453.83236,453.83236,446.20001,453.83236
1400457600.0,2014-05-18T20:00:00,1d,453.83236,453.80005,445.56,445.56
1400630400.0,2014-05-20T20:00:00,1d,445.56,498.83996,449.995,493.42751
1400716800.0,2014-05-21T20:00:00,1d,493.42751,497.66941,490.84583,494.77454
1400803200.0,2014-05-22T20:00:00,1d,494.77454,530.0,494.77454,530.0
1400889600.0,2014-05-23T20:00:00,1d,530.0,548.05423,515.31152,521.46849
1400976000.0,2014-05-24T20:00:00,1d,521.46849,529.99999,515.20587,529.99999
1401062400.0,2014-05-25T20:00:00,1d,529.99999,589.0,529.99999,574.04983
1401148800.0,2014-05-26T20:00:00,1d,574.04983,589.10847,563.67667,583.19989
1401235200.0,2014-05-27T20:00:00,1d,583.19989,594.64098,538.83992,575.53537
1401321600.0,2014-05-28T20:00:00,1d,575.53537,589.16,565.21589,575.83232
1401408000.0,2014-05-29T20:00:00,1d,575.83232,576.26171,564.90155,570.4918
1401494400.0,2014-05-30T20:00:00,1d,570.4918,628.60534,566.15006,616.0802
1401580800.0,2014-05-31T20:00:00,1d,616.0802,629.0355,603.86986,629.0355
1401667200.0,2014-06-01T20:00:00,1d,629.0355,673.37263,621.79217,628.96746
1401753600.0,2014-06-02T20:00:00,1d,628.96746,672.63919,621.79217,660.0
1401840000.0,2014-06-03T20:00:00,1d,660.0,677.90898,652.26309,671.42938
1401926400.0,2014-06-04T20:00:00,1d,671.42938,665.4967,525.0,650.47674
1402012800.0,2014-06-05T20:00:00,1d,650.47674,669.74995,650.44672,657.01
1402099200.0,2014-06-06T20:00:00,1d,657.01,660.0,653.40266,653.40267
1402185600.0,2014-06-07T20:00:00,1d,653.40267,659.8,636.68008,659.8
1402272000.0,2014-06-08T20:00:00,1d,659.8,659.8,646.001,656.43773
1402358400.0,2014-06-09T20:00:00,1d,656.43773,655.40593,636.50109,643.43801
1402444800.0,2014-06-10T20:00:00,1d,643.43801,657.71523,643.43801,646.88986
1402531200.0,2014-06-11T20:00:00,1d,646.88986,649.93241,617.99453,617.99453
1402617600.0,2014-06-12T20:00:00,1d,617.99453,637.06225,552.00001,571.13506
1402704000.0,2014-06-13T20:00:00,1d,571.13506,617.306,572.51819,589.68386
1402790400.0,2014-06-14T20:00:00,1d,589.68386,600.0,542.96197,565.181
1402876800.0,2014-06-15T20:00:00,1d,565.181,595.38177,534.2759,595.38177
1402963200.0,2014-06-16T20:00:00,1d,595.38177,612.91177,574.17532,597.137
1403049600.0,2014-06-17T20:00:00,1d,597.137,608.98256,586.25,608.974
1403136000.0,2014-06-18T20:00:00,1d,608.974,625.0,603.41,605.88912
1403222400.0,2014-06-19T20:00:00,1d,605.88912,627.05395,594.115,595.93062
1403308800.0,2014-06-20T20:00:00,1d,595.93062,602.794,578.508,593.90308
1403395200.0,2014-06-21T20:00:00,1d,593.90308,598.50479,581.093,590.5874
1403481600.0,2014-06-22T20:00:00,1d,590.5874,602.33414,584.748,596.23865
1403568000.0,2014-06-23T20:00:00,1d,596.23865,590.36701,584.42153,584.42153
1403654400.0,2014-06-24T20:00:00,1d,584.42153,595.22794,576.12935,586.15372
1403740800.0,2014-06-25T20:00:00,1d,586.15372,575.00001,557.432,564.425
1403827200.0,2014-06-26T20:00:00,1d,564.425,583.2618,568.44301,575.93045
1403913600.0,2014-06-27T20:00:00,1d,575.93045,599.99999,575.35,597.69266
1404000000.0,2014-06-28T20:00:00,1d,597.69266,604.382,590.21281,590.21281
1404086400.0,2014-06-29T20:00:00,1d,590.21281,602.302,589.76385,589.76385
1404172800.0,2014-06-30T20:00:00,1d,589.76385,645.00088,587.724,637.0
1404259200.0,2014-07-01T20:00:00,1d,637.0,657.83319,634.164,640.0
1404345600.0,2014-07-02T20:00:00,1d,640.0,658.87046,638.0,646.57973
1404432000.0,2014-07-03T20:00:00,1d,646.57973,655.08161,638.8895,647.52335
1404518400.0,2014-07-04T20:00:00,1d,647.52335,652.78999,622.59501,635.25253
1404604800.0,2014-07-05T20:00:00,1d,635.25253,634.607,618.0,628.98732
1404691200.0,2014-07-06T20:00:00,1d,628.98732,639.48798,629.09801,629.09801
1404777600.0,2014-07-07T20:00:00,1d,629.09801,638.973,614.74121,625.98859
1404864000.0,2014-07-08T20:00:00,1d,625.98859,626.87452,614.74195,617.03703
1404950400.0,2014-07-09T20:00:00,1d,617.03703,627.89636,615.35044,627.89636
1405036800.0,2014-07-10T20:00:00,1d,627.89636,632.10834,614.47299,614.47299
1405123200.0,2014-07-11T20:00:00,1d,614.47299,629.4561,614.81343,629.4561
1405209600.0,2014-07-12T20:00:00,1d,629.4561,639.38158,631.58744,639.38158
1405296000.0,2014-07-13T20:00:00,1d,639.38158,653.49,625.28785,626.50085
1405382400.0,2014-07-14T20:00:00,1d,626.50085,632.67046,618.14322,626.23343
1405468800.0,2014-07-15T20:00:00,1d,626.23343,620.02698,620.02698,620.02698
1405555200.0,2014-07-16T20:00:00,1d,620.02698,626.16276,612.89942,625.22399
1405641600.0,2014-07-17T20:00:00,1d,625.22399,630.00997,610.34746,624.97989
1405728000.0,2014-07-18T20:00:00,1d,624.97989,628.99999,615.17054,625.999
1405814400.0,2014-07-19T20:00:00,1d,625.999,630.0,628.99999,630.0
1405900800.0,2014-07-20T20:00:00,1d,630.0,629.99899,619.0,619.0
1405987200.0,2014-07-21T20:00:00,1d,619.0,629.76875,629.76875,629.76875
1406073600.0,2014-07-22T20:00:00,1d,629.76875,618.68819,618.68818,618.68818
1406160000.0,2014-07-23T20:00:00,1d,618.68818,623.98,610.0,618.62146
1406246400.0,2014-07-24T20:00:00,1d,618.62146,623.43078,593.86453,605.63646
1406332800.0,2014-07-25T20:00:00,1d,605.63646,623.22268,593.8005,596.08217
1406419200.0,2014-07-26T20:00:00,1d,596.08217,607.95528,593.801,600.0
1406505600.0,2014-07-27T20:00:00,1d,600.0,600.0,600.0,600.0
1406592000.0,2014-07-28T20:00:00,1d,600.0,599.99999,574.57864,591.90124
1406678400.0,2014-07-29T20:00:00,1d,591.90124,597.66468,575.0711,583.20902
1406764800.0,2014-07-30T20:00:00,1d,583.20902,588.98043,566.75121,566.75121
1406851200.0,2014-07-31T20:00:00,1d,566.75121,591.9492,567.62816,590.1668
1406937600.0,2014-08-01T20:00:00,1d,590.1668,602.36146,584.77374,596.4
1407024000.0,2014-08-02T20:00:00,1d,596.4,601.18073,590.4867,590.4867
1407110400.0,2014-08-03T20:00:00,1d,590.4867,594.80136,578.85629,578.85629
1407196800.0,2014-08-04T20:00:00,1d,578.85629,596.2458,579.32951,596.24532
1407283200.0,2014-08-05T20:00:00,1d,596.24532,598.03405,579.00019,579.00019
1407456000.0,2014-08-07T20:00:00,1d,579.00019,593.00001,577.23864,580.58354
1407542400.0,2014-08-08T20:00:00,1d,580.58354,590.0,583.91906,590.0
1407628800.0,2014-08-09T20:00:00,1d,590.0,590.0,578.13503,590.0
1407715200.0,2014-08-10T20:00:00,1d,590.0,595.35548,583.24163,583.24163
1407801600.0,2014-08-11T20:00:00,1d,583.24163,595.36446,572.76593,572.76593
1407888000.0,2014-08-12T20:00:00,1d,572.76593,579.99771,566.99001,579.99771
1407974400.0,2014-08-13T20:00:00,1d,579.99771,571.70103,531.63618,535.08056
1408060800.0,2014-08-14T20:00:00,1d,535.08056,553.8341,501.0,523.75872
1408147200.0,2014-08-15T20:00:00,1d,523.75872,530.0,501.0,529.99999
1408233600.0,2014-08-16T20:00:00,1d,529.99999,529.85,500.0,503.52
1408320000.0,2014-08-17T20:00:00,1d,503.52,539.99462,500.0,500.0
1408406400.0,2014-08-18T20:00:00,1d,500.0,505.0,455.0,455.0
1408492800.0,2014-08-19T20:00:00,1d,455.0,500.5,460.3,474.02001
1408579200.0,2014-08-20T20:00:00,1d,474.02001,530.0,477.0,530.0
1408665600.0,2014-08-21T20:00:00,1d,530.0,530.0,500.00642,505.0
1408752000.0,2014-08-22T20:00:00,1d,505.0,529.96506,482.21557,529.95385
1408838400.0,2014-08-23T20:00:00,1d,529.95385,529.95437,482.27458,524.99999
1408924800.0,2014-08-24T20:00:00,1d,524.99999,524.87999,524.87999,524.87999
1409011200.0,2014-08-25T20:00:00,1d,524.87999,524.87998,490.10042,516.11742
1409184000.0,2014-08-27T20:00:00,1d,516.11742,524.85421,524.85358,524.85358
1409270400.0,2014-08-28T20:00:00,1d,524.85358,495.08275,495.08275,495.08275
1409356800.0,2014-08-29T20:00:00,1d,495.08275,524.87551,524.78733,524.87543
1409443200.0,2014-08-30T20:00:00,1d,524.87543,524.76998,495.25973,524.26603
1409529600.0,2014-08-31T20:00:00,1d,524.26603,509.98296,490.5,509.98296
1409616000.0,2014-09-01T20:00:00,1d,509.98296,490.01,490.01,490.01
1409702400.0,2014-09-02T20:00:00,1d,490.01,524.76939,524.76939,524.76939
1409875200.0,2014-09-04T20:00:00,1d,524.76939,475.00651,475.00081,475.00651
1410048000.0,2014-09-06T20:00:00,1d,475.00651,524.77,524.77,524.77
1410134400.0,2014-09-07T20:00:00,1d,524.77,500.0,480.00001,480.00001
1410220800.0,2014-09-08T20:00:00,1d,480.00001,524.77,465.00143,488.76711
1410307200.0,2014-09-09T20:00:00,1d,488.76711,475.0,465.00415,475.0
1410393600.0,2014-09-10T20:00:00,1d,475.0,475.00001,475.00001,475.00001
1410480000.0,2014-09-11T20:00:00,1d,475.00001,475.00013,475.0,475.0
1410652800.0,2014-09-13T20:00:00,1d,475.0,474.77,474.76999,474.77
1410739200.0,2014-09-14T20:00:00,1d,474.77,490.0,490.0,490.0
