"Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Keyword Type","Status","Search Engine Bid","Clicks","Click Charges","Avg. Cost per Click","Impressions","Engine Click Thru %","Avg. Pos.","Trans. Conv. %","Total Cost/ Trans.","Amount","Total Cost","Total Volume of Bookings"
"K1122","Overture - US","43000000005277878","airfare geneva","Advanced","Unassigned","Unassigned","geneva","Position 5-10 Bid Strategy","Unassigned","Paused",0.375,4,2.85,0.7125,85,4.70588235294118,2.38588235294118,0,0,0,2.85,0
"K1122","Overture - US","43000000006997729","airline search","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.375,5,3.025,0.605,1884,0.265392781316348,4.62606157112527,0,0,0,3.025,0
"K1122","Overture - US","43000000014278834","air fare to france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Unassigned","Paused",0.375,6,3.1875,0.53125,451,1.33037694013304,1.73880266075388,0,0,0,3.1875,0
"K1122","Overture - US","43000000006997675","international air flight","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.375,10,5.675,0.5675,546,1.83150183150183,2.98058608058608,0,0,0,5.675,0
"K1122","Overture - US","43000000006997912","international fare","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.375,16,13.9875,0.87421875,871,1.83696900114811,4.03662456946039,0,0,0,13.9875,0
"K1122","Overture - US","43000000005421524","greece airline","Advanced","Unassigned","Unassigned","greece","Position 5-10 Bid Strategy","Unassigned","Paused",0.375,44,19.12499985,0.4346590875,2693,1.63386557742295,4.24326030449313,0,0,0,19.12499985,0
"K1123","Overture - Global","43000000005421232","discounted flight paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.3875,2,0.95,0.475,146,1.36986301369863,2.22054794520548,0,0,0,0.95,0
"K1123","Overture - Global","43000000005421252","travel in paris","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.3875,10,3.7875,0.37875,712,1.40449438202247,2.06502808988764,0,0,0,3.7875,0
"K1122","Overture - US","43000000006997861","airplane ticket deal","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.3875,3,1.9249999875,0.6416666625,138,2.17391304347826,2.28695652173913,0,0,0,1.9249999875,0
"K1122","Overture - US","43000000005277720","airline athens ticket","Advanced","Unassigned","Unassigned","athens","Position 5-10 Bid Strategy","Unassigned","Paused",0.3875,5,4.1375,0.8275,125,4,2.6608,0,0,0,4.1375,0
"K1122","Overture - US","43000000005421572","airline milan ticket","Advanced","Unassigned","Unassigned","milan","Position 5-10 Bid Strategy","Unassigned","Unavailable",0.3875,5,4.5125,0.9025,74,6.75675675675676,3.83378378378378,0,0,0,4.5125,0
"K1122","Overture - US","43000000006997967","international ticket","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.3875,38,25.462499925,0.6700657875,2118,1.79414542020774,3.83101983002833,0,0,0,25.462499925,0
"K1122","Overture - US","43000000005277602","cheap airfare to germany","Advanced","Unassigned","Unassigned","germany","Position 5-10 Bid Strategy","Unassigned","Paused",0.3875,57,40.2624993375,0.7063596375,866,6.58198614318707,1.56362586605081,0,0,0,40.2624993375,0
"K1122","Overture - US","43000000014302657","india cheap ticket","Standard","Unassigned","Unassigned","india","Position 5-10 Bid Strategy","Unassigned","Paused",0.3875,302,207.23749625,0.686216875,5144,5.87091757387247,2.42305598755832,0,0,0,207.23749625,0
"K1122","Overture - US","43000000006997903","air line flight","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.4,1,0.325,0.325,590,0.169491525423729,3.49220338983051,0,0,0,0.325,0
"K1122","Overture - US","43000000014278836","cheap airfare to france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Unassigned","Paused",0.4,4,1.7375,0.434375,274,1.45985401459854,2.22043795620438,0,0,0,1.7375,0
"K1122","Overture - US","43000000006997966","airline flight prices","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.4,6,3.15,0.525,789,0.760456273764259,3.04702154626109,0,0,0,3.15,0
"K1122","Overture - US","43000000005277680","discount airfare spain","Advanced","Unassigned","Unassigned","discount","Position 5-10 Bid Strategy","Unassigned","Paused",0.4,11,11.9625,1.0875,241,4.5643153526971,1.44896265560166,0,0,0,11.9625,0
"K1123","Overture - Global","43000000005420912","paris air","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.4125,40,17.075,0.426875,4182,0.956480153036825,4.22216642754663,0,0,0,17.075,0
"K1123","Overture - Global","43000000005421020","air france vacation","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.4125,97,72.0499995,0.7427835,5132,1.89010132501949,1.65227981293843,0,0,0,72.0499995,0
"K1122","Overture - US","43000000005277848","cheap flight special","Advanced","Unassigned","Unassigned","flight","Position 5-10 Bid Strategy","Unassigned","Paused",0.4125,1,0.4125,0.4125,87,1.14942528735632,3.09195402298851,0,0,0,0.4125,0
"K1122","Overture - US","43000000006997613","airline ticket pricing","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.4125,1,0.4125,0.4125,662,0.151057401812689,5.24274924471299,0,0,0,0.4125,0
"K1122","Overture - US","43000000006997659","air fare rate","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.4125,2,2,1,200,1,3.1335,0,0,0,2,0
"K1122","Overture - US","43000000006997653","airfare cheap discount international","Standard","Unassigned","Unassigned","airfaregeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.4125,14,17.174999975,1.2267857125,901,1.55382907880133,2.93251942286348,0,0,0,17.174999975,0
"K1122","Overture - US","43000000008373872","greece ticket","Standard","Unassigned","Unassigned","greece","Position 5-10 Bid Strategy","Unassigned","Paused",0.4125,37,27.312499975,0.738175675,864,4.28240740740741,2.38576388888889,0,0,0,27.312499975,0
"K1123","Overture - Global","43000000005421390","budget travel france","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Unassigned","Sent",0.425,3,1.4374999875,0.4791666625,415,0.72289156626506,3.06578313253012,0,0,0,1.4374999875,0
"K1123","Overture - Global","43000000005421030","bargain flight to paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.425,6,2.7,0.45,148,4.05405405405405,2.16824324324324,0,0,0,2.7,0
"K1122","Overture - US","43000000014278665","air cheap france ticket","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Unassigned","Paused",0.425,5,3.25,0.65,368,1.35869565217391,2.53641304347826,0,0,0,3.25,0
"K1122","Overture - US","43000000006998003","air travel web site","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.425,5,4.15,0.83,929,0.538213132400431,3.74176533907427,0,0,0,4.15,0
"K1122","Overture - US","43000000006997657","air ticket sale","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.425,7,7.287499975,1.041071425,683,1.02489019033675,3.25490483162518,0,0,0,7.287499975,0
"K1122","Overture - US","43000000014278822","cheap fare to paris","Standard","Unassigned","Unassigned","paris","Position 1-4 Bid Strategy","Unassigned","Paused",0.425,12,9.7125,0.809375,173,6.9364161849711,4.87630057803468,0,0,0,9.7125,0
"K1122","Overture - US","43000000005277862","cheap airfare travel","Advanced","Unassigned","Unassigned","airfare","Position 5-10 Bid Strategy","Unassigned","Paused",0.4375,2,1.7625,0.88125,4240,0.0471698113207547,1.2438679245283,0,0,0,1.7625,0
"K1122","Overture - US","43000000006997936","air travel prices","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.4375,2,1.85,0.925,868,0.230414746543779,3.19354838709677,0,0,0,1.85,0
"K1122","Overture - US","43000000005421528","cheap flight paris london","Advanced","Unassigned","Unassigned","paris","Position 5-10 Bid Strategy","Unassigned","Unavailable",0.4375,6,2.1,0.35,627,0.956937799043062,3.7170653907496,0,0,0,2.1,0
"K1122","Overture - US","43000000005290024","berlin airline","Advanced","Unassigned","Unassigned","berlin","Position 5-10 Bid Strategy","Unassigned","Paused",0.4375,11,4.4,0.4,990,1.11111111111111,4.93646464646465,0,0,0,4.4,0
"K1122","Overture - US","43000000014278766","cheap paris vacation","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.4375,8,5.9125,0.7390625,140,5.71428571428571,2.62142857142857,0,0,0,5.9125,0
"K1122","Overture - US","43000000014278680","cheap flight to paris france","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.4375,15,14.5125,0.9675,375,4,2.1464,0,0,0,14.5125,0
"K1123","Overture - Global","43000000005421350","chicago to paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.45,14,5.987499875,0.4276785625,2315,0.60475161987041,4.48449244060475,0,0,0,5.987499875,0
"K1123","Overture - Global","43000000005421420","air france reservation online","Standard","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.45,29,11.9249997375,0.4112068875,6604,0.439127801332526,1.93284373107208,0,0,0,11.9249997375,0
"K1122","Overture - US","43000000014278825","budget travel france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Unassigned","Paused",0.45,1,0.4125,0.4125,111,0.900900900900901,4.31351351351351,0,0,0,0.4125,0
"K1122","Overture - US","43000000014278647","paris airfare deal","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.45,1,0.6,0.6,90,1.11111111111111,1.98777777777778,0,0,0,0.6,0
"K1122","Overture - US","43000000005277690","boston to london","Advanced","Unassigned","Unassigned","boston","Position 5-10 Bid Strategy","Unassigned","Paused",0.45,2,1.025,0.5125,70,2.85714285714286,2.05142857142857,0,0,0,1.025,0
"K1122","Overture - US","43000000005421568","athens airline","Advanced","Unassigned","Unassigned","athens","Position 5-10 Bid Strategy","Unassigned","Paused",0.45,3,1.35,0.45,215,1.3953488372093,2.91581395348837,0,0,0,1.35,0
"K1122","Overture - US","43000000006997835","air fare deal","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.45,4,2.1,0.525,624,0.641025641025641,4.50016025641026,0,0,0,2.1,0
"K1122","Overture - US","43000000006997749","air fare ticket","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.45,17,20.6749998625,1.2161764625,2114,0.804162724692526,3.5934247871334,0,0,0,20.6749998625,0
"K1122","Overture - US","43000000014302650","india cheap airfare","Standard","Unassigned","Unassigned","india","Position 5-10 Bid Strategy","Unassigned","Paused",0.45,60,39.58749975,0.6597916625,1504,3.98936170212766,3.09481382978723,0,0,0,39.58749975,0
"K1122","Overture - US","43000000006997741","international air travel","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.45,81,83.5999997625,1.0320987625,4047,2.00148257968866,2.74294539164813,0,0,0,83.5999997625,0
"K1122","Overture - US","43000000014278734","discount paris vacation","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.4625,2,1.45,0.725,112,1.78571428571429,3.44642857142857,0,0,0,1.45,0
"K1122","Overture - US","43000000006997821","air travel discount airline ticket","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.4625,6,3.1875,0.53125,1951,0.307534597642235,3.69144028703229,0,0,0,3.1875,0
"K1122","Overture - US","43000000006997635","airplane fare","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.4625,8,5.1625,0.6453125,1681,0.475907198096371,3.05651397977394,0,0,0,5.1625,0
"K1122","Overture - US","43000000014278833","trip to paris france","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.4625,11,7.15,0.65,172,6.3953488372093,2.74186046511628,0,0,0,7.15,0
"K1122","Overture - US","43000000014278632","air france ticket","Standard","Unassigned","Unassigned","airfrance","Position 1-4 Bid Strategy","Unassigned","Paused",0.4625,18,10.749999825,0.5972222125,1013,1.77690029615005,1.92645607107601,0,0,0,10.749999825,0
"K1122","Overture - US","43000000006997617","air travel fare","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.4625,20,20.9875,1.049375,2904,0.68870523415978,3.28584710743802,0,0,0,20.9875,0
"K1122","Overture - US","43000000005277662","flight to rome italy","Advanced","Unassigned","Unassigned","flight","Position 5-10 Bid Strategy","Unassigned","Paused",0.4625,59,33.4999994,0.5677966,530,11.1320754716981,1.77056603773585,0,0,0,33.4999994,0
"K1123","Overture - Global","43000000005421340","caen flight","Standard","Unassigned","Unassigned","caen","Position 1-2 Target","Unassigned","Paused",0.475,7,3.174999975,0.453571425,480,1.45833333333333,1.73354166666667,0,0,0,3.174999975,0
"K1123","Overture - Global","43000000005420908","travel to marseille","Standard","Unassigned","Unassigned","marseille","Position 1-2 Target","Unassigned","Paused",0.475,8,4.1375,0.5171875,2417,0.330988829127017,2.09760033098883,0,0,0,4.1375,0
"K1123","Overture - Global","43000000005421300","discount france travel","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Unassigned","Sent",0.475,6,5.237499975,0.8729166625,322,1.86335403726708,2.33913043478261,0,0,0,5.237499975,0
"K1123","Overture - Global","43000000005421302","travel to lourdes","Standard","Unassigned","Unassigned","lourdes","Position 1-2 Target","Unassigned","Paused",0.475,24,10.9374999,0.4557291625,947,2.53431890179514,2.65997888067582,0,0,0,10.9374999,0
"K1122","Overture - US","43000000014278637","lowest airfare to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.475,1,0.7,0.7,41,2.4390243902439,2.14878048780488,0,0,0,0.7,0
"K1122","Overture - US","43000000005277586","venice plane ticket","Advanced","Unassigned","Unassigned","venice","Position 5-10 Bid Strategy","Unassigned","Unavailable",0.475,2,1.3875,0.69375,25,8,2.88,0,0,0,1.3875,0
"K1122","Overture - US","43000000006997815","international airline travel","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.475,3,1.824999975,0.608333325,739,0.40595399188092,3.53599458728011,0,0,0,1.824999975,0
"K1122","Overture - US","43000000006997673","air ticket deal","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.475,4,2.675,0.66875,551,0.725952813067151,2.91488203266788,0,0,0,2.675,0
"K1122","Overture - US","43000000006997911","airline ticket prices","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.475,316,224.4874981,0.710403475,108245,0.291930343202919,2.8304762344681,0,0,0,224.4874981,0
"K1123","Overture - Global","43000000005421280","travel to lille","Standard","Unassigned","Unassigned","lille","Position 1-2 Target","Unassigned","Paused",0.4875,3,1.2124999875,0.4041666625,1487,0.201748486886348,1.58924008069939,0,0,0,1.2124999875,0
"K1123","Overture - Global","43000000005421240","orange flight","Standard","Unassigned","Unassigned","orange","Position 1-2 Target","Unassigned","Paused",0.4875,3,1.6125,0.5375,589,0.509337860780985,2.60084889643464,0,0,0,1.6125,0
"K1123","Overture - Global","43000000005421338","airfare low paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.4875,4,2.15,0.5375,388,1.03092783505155,2.86417525773196,0,0,0,2.15,0
"K1123","Overture - Global","43000000005421210","airfare cheap france paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.4875,28,17.54999995,0.6267857125,602,4.65116279069767,1.4234219269103,0,0,0,17.54999995,0
"K1122","Overture - US","43000000006997841","air line ticket online","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.4875,1,0.425,0.425,447,0.223713646532438,4.28680089485459,0,0,0,0.425,0
"K1122","Overture - US","43000000014278771","cheap air fare paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.4875,1,0.5125,0.5125,203,0.492610837438424,1.76847290640394,0,0,0,0.5125,0
"K1122","Overture - US","43000000005277722","budget airfare europe","Advanced","Unassigned","Unassigned","europe","Position 5-10 Bid Strategy","Unassigned","Paused",0.4875,3,1.4625,0.4875,163,1.84049079754601,1.69754601226994,0,0,0,1.4625,0
"K1122","Overture - US","43000000014278801","cheap airline paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.4875,2,3.2125,1.60625,34,5.88235294117647,2.70588235294118,0,0,0,3.2125,0
"K1122","Overture - US","43000000014278745","airfare low paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.4875,5,3.5125,0.7025,67,7.46268656716418,2.69253731343284,0,0,0,3.5125,0
"K1122","Overture - US","43000000005277762","germany air ticket","Advanced","Unassigned","Unassigned","germany","Position 5-10 Bid Strategy","Unassigned","Paused",0.4875,15,7.5624999375,0.5041666625,185,8.10810810810811,2.89459459459459,0,0,0,7.5624999375,0
"K1123","Overture - Global","43000000005421308","cheap grenoble flight","Standard","Unassigned","Unassigned","grenoble","Position 1-2 Target","Unassigned","Paused",0.5,2,1.025,0.5125,78,2.56410256410256,2.33589743589744,0,0,0,1.025,0
"K1123","Overture - Global","43000000005421158","le man flight","Standard","Unassigned","Unassigned","leman","Position 1-2 Target","Unassigned","Paused",0.5,3,1.5375,0.5125,545,0.55045871559633,3.38366972477064,0,0,0,1.5375,0
"K1123","Overture - Global","43000000005421268","lille flight","Standard","Unassigned","Unassigned","lille","Position 1-2 Target","Unassigned","Paused",0.5,3,1.5499999875,0.5166666625,443,0.677200902934537,1.60993227990971,0,0,0,1.5499999875,0
"K1123","Overture - Global","43000000005421414","paris travel service","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.5,5,2.1875,0.4375,498,1.00401606425703,1.68413654618474,0,0,0,2.1875,0
"K1123","Overture - Global","43000000005420916","airfare cheapest paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.5,11,5.4624999,0.4965909,277,3.97111913357401,1.74945848375451,0,0,0,5.4624999,0
"K1123","Overture - Global","43000000005421366","grenoble flight","Standard","Unassigned","Unassigned","grenoble","Position 1-2 Target","Unassigned","Paused",0.5,14,7.199999975,0.5142857125,485,2.88659793814433,1.69814432989691,0,0,0,7.199999975,0
"K1123","Overture - Global","43000000005421398","cheap trip to paris","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.5,39,23.26249965,0.59647435,606,6.43564356435644,2.27590759075908,0,0,0,23.26249965,0
"K1123","Overture - Global","43000000005421184","paris tourism","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.5,255,145.099998,0.5690196,15392,1.65670478170478,1.73635005197505,0,0,0,145.099998,0
"K1122","Overture - US","43000000006997775","airline ticket prices online","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.5,1,0.4125,0.4125,1151,0.0868809730668983,3.15925282363162,0,0,0,0.4125,0
"K1122","Overture - US","43000000014278667","flight ticket to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.5,2,1.075,0.5375,65,3.07692307692308,1.94153846153846,0,0,0,1.075,0
"K1122","Overture - US","43000000014278848","airfare cheapest paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.5,2,1.125,0.5625,66,3.03030303030303,1.94393939393939,0,0,0,1.125,0
"K1122","Overture - US","43000000005277716","bargain flight spain","Advanced","Unassigned","Unassigned","spain","Position 5-10 Bid Strategy","Unassigned","Paused",0.5,2,1.55,0.775,59,3.38983050847458,1.77966101694915,0,0,0,1.55,0
"K1122","Overture - US","43000000014278534","cheap air ticket to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.5,7,4.2,0.6,97,7.21649484536082,1.52783505154639,0,0,0,4.2,0
"K1122","Overture - US","43000000014278611","cheapest flight to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.5,10,5.4875,0.54875,187,5.3475935828877,2.97807486631016,0,0,0,5.4875,0
"K1122","Overture - US","43000000014278829","airfare cheap france paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.5,10,5.5125,0.55125,153,6.5359477124183,1.54509803921569,0,0,0,5.5125,0
"K1122","Overture - US","43000000005277850","best fare to europe","Advanced","Unassigned","Unassigned","europe","Position 5-10 Bid Strategy","Unassigned","Paused",0.5,19,9.5874999875,0.5046052625,162,11.7283950617284,2.63827160493827,0,0,0,9.5874999875,0
"K1122","Overture - US","43000000006997946","airplane travel","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.5,18,19.474999875,1.0819444375,3080,0.584415584415584,3.01506493506494,0,0,0,19.474999875,0
"K1122","Overture - US","43000000006997873","international air ticket","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.5,37,32.9374999,0.8902027,1949,1.89840944073884,3.16187788609543,0,0,0,32.9374999,0
"K1123","Overture - Global","43000000005421416","bordeaux airfare","Standard","Unassigned","Unassigned","bordeaux","Position 1-2 Target","Unassigned","Paused",0.5125,1,0.5875,0.5875,47,2.12765957446809,2.02127659574468,0,0,0,0.5875,0
"K1123","Overture - Global","43000000005421314","ticket to toulouse","Standard","Unassigned","Unassigned","toulouse","Position 1-2 Target","Unassigned","Paused",0.5125,3,1.6125,0.5375,94,3.19148936170213,2.01170212765957,0,0,0,1.6125,0
"K1123","Overture - Global","43000000005421046","discount flight nice","Advanced","Unassigned","Unassigned","flight","Position 1-2 Target","Unassigned","Paused",0.5125,3,1.6624999875,0.5541666625,98,3.06122448979592,1.7469387755102,0,0,0,1.6624999875,0
"K1123","Overture - Global","43000000005421346","discount flight france","Advanced","Unassigned","Unassigned","flight","Position 1-2 Target","Unassigned","Paused",0.5125,5,5.275,1.055,388,1.28865979381443,4.04536082474227,0,0,0,5.275,0
"K1123","Overture - Global","43000000005421212","travel deal to paris france","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.5125,9,7.8499999125,0.8722222125,177,5.08474576271187,1.37683615819209,0,0,0,7.8499999125,0
"K1123","Overture - Global","43000000005420860","nantes flight","Standard","Unassigned","Unassigned","nantes","Position 1-2 Target","Unassigned","Paused",0.5125,19,8.699999775,0.457894725,14345,0.132450331125828,1.22485186476124,0,0,0,8.699999775,0
"K1123","Overture - Global","43000000005421136","cheap air fare paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.5125,16,9.275,0.5796875,3717,0.430454667742803,2.4046004842615,0,0,0,9.275,0
"K1123","Overture - Global","43000000005421234","dijon flight","Standard","Unassigned","Unassigned","dijon","Position 1-2 Target","Unassigned","Paused",0.5125,20,10.25,0.5125,407,4.91400491400491,1.6972972972973,0,0,0,10.25,0
"K1123","Overture - Global","43000000005421148","trip to paris france","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.5125,37,25.612499825,0.692229725,550,6.72727272727273,1.658,0,0,0,25.612499825,0
"K1123","Overture - Global","43000000005421376","cheap airfare to france","Advanced","Unassigned","Unassigned","airfare","Position 1-2 Target","Unassigned","Paused",0.5125,73,40.162499425,0.550171225,1223,5.96892886345053,1.64186426819297,0,0,0,40.162499425,0
"K1122","Overture - US","43000000014278698","discount flight france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Unassigned","Paused",0.5125,1,0.5125,0.5125,96,1.04166666666667,3.715625,0,0,0,0.5125,0
"K1122","Overture - US","43000000005277676","fly to nice","Advanced","Unassigned","Unassigned","nice","Position 2-5 Bid Strategy","Unassigned","Paused",0.5125,1,0.525,0.525,152,0.657894736842105,2.02828947368421,0,0,0,0.525,0
"K1122","Overture - US","43000000006997785","airline ticket on line","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.5125,1,0.9625,0.9625,420,0.238095238095238,3.81738095238095,0,0,0,0.9625,0
"K1122","Overture - US","43000000005421561","fly to venice","Advanced","Unassigned","Unassigned","fly","Position 5-10 Bid Strategy","Unassigned","Paused",0.5125,2,1.025,0.5125,94,2.12765957446809,1.67978723404255,0,0,0,1.025,0
"K1122","Overture - US","43000000005277734","fly to geneva","Advanced","Unassigned","Unassigned","fly","Position 5-10 Bid Strategy","Unassigned","Paused",0.5125,2,1.1,0.55,62,3.2258064516129,1.50322580645161,0,0,0,1.1,0
"K1122","Overture - US","43000000014278644","fly to lyon","Standard","Unassigned","Unassigned","lyon","Position 2-5 Bid Strategy","Unassigned","Paused",0.5125,1,1.25,1.25,36,2.77777777777778,2.13888888888889,0,0,0,1.25,0
"K1122","Overture - US","43000000005290037","nuremberg cheap flight","Advanced","Unassigned","Unassigned","nuremberg","Position 5-10 Bid Strategy","Unassigned","Paused",0.5125,1,1.2625,1.2625,22,4.54545454545455,2.72272727272727,0,0,0,1.2625,0
"K1122","Overture - US","43000000014278598","air france schedule","Standard","Unassigned","Unassigned","airfrance","Position 1-4 Bid Strategy","Unassigned","Paused",0.5125,4,1.675,0.41875,407,0.982800982800983,1.82407862407862,0,0,0,1.675,0
"K1122","Overture - US","43000000005289997","fly to munich","Advanced","Unassigned","Unassigned","fly","Position 5-10 Bid Strategy","Unassigned","Paused",0.5125,4,2.925,0.73125,1365,0.293040293040293,2.07098901098901,0,0,0,2.925,0
"K1122","Overture - US","43000000005290028","berlin cheap ticket","Advanced","Unassigned","Unassigned","berlin","Position 5-10 Bid Strategy","Unassigned","Paused",0.5125,6,3.08749995,0.514583325,154,3.8961038961039,2.2525974025974,0,0,0,3.08749995,0
"K1122","Overture - US","43000000005277664","athens fly","Advanced","Unassigned","Unassigned","athens","Position 5-10 Bid Strategy","Unassigned","Paused",0.5125,6,3.1125,0.51875,179,3.35195530726257,2.19776536312849,0,0,0,3.1125,0
"K1122","Overture - US","43000000005277798","air paris travel","Advanced","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.5125,7,3.8249999375,0.5464285625,438,1.59817351598174,1.68424657534247,0,0,0,3.8249999375,0
"K1122","Overture - US","43000000005289859","munich cheap ticket","Advanced","Unassigned","Unassigned","munich","Position 5-10 Bid Strategy","Unassigned","Paused",0.5125,8,4.0125,0.5015625,2320,0.344827586206897,2.71650862068966,0,0,0,4.0125,0
"K1122","Overture - US","43000000005277732","fly to barcelona","Advanced","Unassigned","Unassigned","fly","Position 5-10 Bid Strategy","Unassigned","Paused",0.5125,13,7.2499999,0.5576923,155,8.38709677419355,1.61096774193548,0,0,0,7.2499999,0
"K1122","Overture - US","43000000005277612","discount airfare to rome","Advanced","Unassigned","Unassigned","discount","Position 5-10 Bid Strategy","Unassigned","Paused",0.5125,11,8.4999998875,0.7727272625,243,4.52674897119342,1.48847736625514,0,0,0,8.4999998875,0
"K1122","Overture - US","43000000005277712","airfare milan","Advanced","Unassigned","Unassigned","milan","Position 5-10 Bid Strategy","Unassigned","Unavailable",0.5125,12,9.08749995,0.7572916625,11712,0.102459016393443,2.60840163934426,0,0,0,9.08749995,0
